PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
0.16112018746872386,2.4577583125984033,1.0959535028414757,2.088859501356618,-0.7224762774686294,1.705064542875849,-1.449647254308123,1.530803736271037,1.264607793401708,0.3558343911094572,-1.9742164932961968,-1.3059639981454403,-0.09683874454919503,0.7759434584498094,-1.1722965096482931,1.380643950038623,-1.7963319836956326,0.15793893507425896,-0.24165714375147443,1.8357188229278643,-1.9762593741410575,-0.000288334870596181,1.6192955091364662,-0.6991972858644744,-1.3490651602202537,0.8425411027871614,0.8520821848395568,0.10473328031929192,1.8498552520302458,-0.07347708179528604,-1.116474301781982,-0.2261160590675249,0.7263560131465435,-0.31721379937063027
0.5641195976978299,-1.683908878839235,-1.4989159367904117,-0.5170723009577095,3.112773338187943,1.1839244858768103,-0.2095185222095506,0.16020218161647104,-0.20610737153467,0.8540874427639199,-0.9484586705708878,-0.3957960706422048,0.6138939401271857,-1.089019787486753,0.7274912260021311,-0.3401279424074775,0.7362192771529795,-1.1961916727532582,-1.2467132423156633,-1.5195470858608062,0.16861123938755168,1.4759746769230704,0.555008005218795,1.564696646728348,0.7102710633126139,-0.8924876667394585,0.04269401600271595,-0.6563770488942431,1.2652198522115414,-0.8259307772539025,0.8497123702538589,-0.693080788099871,1.1499345191427284,1.5438611671888838
-4.134176768934447,-0.546405037692705,2.3780570981293216,1.5468225751247313,-0.3296319281426378,-0.7978756358323086,-0.5355553858556702,-0.0007977877856103838,2.042048736928097,-0.7496272882356929,2.712013482882149,-1.2353673370816378,2.863450178469603,-0.3330457838289564,-0.8807151451886759,1.816198469063308,-0.36119807969882617,0.8001227110168035,1.4468644564345843,0.8497778930191064,-2.2748488188413676,0.781624190033606,-0.5946242399275482,-0.9388673287739554,-0.02169290945220774,-0.5246087829004931,0.04637315822882056,-0.7190963653245206,1.8357749041338107,-0.47543665685585723,0.2587110828651141,0.5375738143200083,-0.44209920908780564,0.2025163725817593
-0.9606331593046334,-1.2288527189007774,-0.8247112955528592,-0.046636213182451064,-1.0676515610141686,1.6164456779039953,-0.0016774099645018824,1.3473379019400473,-1.0619118915196053,1.6196807651628837,-0.8037456074667879,-1.544715059486155,0.5700005958390546,-0.6709468163440289,-0.22201971011594338,-0.06435878442392616,-0.11314125680265147,-1.892445867270597,1.8125494740678192,0.2390266131290103,-0.3180848475628765,0.4502863508990909,0.6546733236762566,-0.06709905063055109,0.19045370288861416,0.1884819975534777,-0.3065809385411212,-1.253927543581903,-1.1041289588691814,-1.6481645061124264,0.3319449273115226,0.3398163838122908,-0.03460025097866936,0.26662090448384607
-1.7710917409882065,-1.2603761850909327,0.2254846086742993,-1.1337584806823595,-1.217524170862911,-1.881368572809499,0.5539486250452832,-1.4205835247788756,0.64995834792847,-1.1071617422771707,-1.411739987235004,-0.21616757021875999,1.2092436718488746,-0.8029680500142785,-0.1900281166829677,1.379995534990953,-0.094379998244023,-0.5141880345077603,-0.6550190114810953,-1.5482931320759543,0.40094452741832254,0.2499585254167082,1.4928477195064103,1.2700283761786502,0.43738374705797556,1.4273677094044606,-0.042225416668665874,0.11995723375535672,1.3933925766776105,-0.11645797484831902,0.2997456595160176,0.18602587558741226,-0.5208153421318849,-1.395232687617005
-0.9111376510677597,-1.2894796697587392,-2.440559791129631,2.0317731882371484,-0.8050426903497462,1.6228065236388751,0.5452777466900216,-1.2860701647619794,0.14761837036833167,-0.8380724705940159,-0.7290124389016498,-0.8669679539796895,1.8141494241024252,-0.18212917814405322,-1.3617979956771658,0.9685672547807519,0.018155805885089336,0.014761244425828619,-0.5495662777037494,0.34019418865765455,-0.5911684076897114,-0.6098810966822467,0.8295467215607119,-0.46882428919844926,-1.1508977491900922,-1.0834363614032152,0.4505202565001457,-0.04254484297792596,-0.011637137092749507,-0.39133882444197704,0.13663964256352149,0.401934754028568,0.19792916971180044,1.0067312911883033
-1.8970604973699006,-1.6915000808886704,2.4227295054132476,-3.3501811019362564,2.21860916892076,-1.7380417164394184,-0.6528407772034089,0.6368232394157626,0.7826327213775527,-1.0994566630026725,-0.882016159581429,-0.15548593623716297,0.27770505638752113,-1.0475507755645193,-1.7812665187002508,1.0323445723404248,-0.5269358035738703,-0.8927367440219385,1.4661254818738616,1.2422572601006978,-1.1813243853858677,-0.8823142635280313,1.0429503821110713,-0.02518304400290009,-2.0145587462991092,-0.25221612943671523,-1.4236246321775863,-0.46400126924285534,0.3653573018479975,0.3933923396470142,0.14698082246071503,-1.3568839824520682,-1.2731456039294218,1.378118593052323
-4.153018124164039,-0.9270070084047043,0.3984445483425033,-0.9962155326568448,2.7152186988543354,0.7735087155652803,-0.7335055990500403,-1.8593662111798452,0.2505320543955721,-0.8110394854198166,-0.06382016930386755,-1.2627254308521554,1.1772445418223747,0.2721843093740655,-1.230290802026861,0.8597038844234561,1.2655537382303308,-0.8032395105651653,-1.4204369103039671,0.74474132993352,-0.5289209567630893,-0.11304532905672718,0.7292977966178416,-0.4669500338297942,0.6828874187708597,-1.3280810536054684,-1.5212614232545938,0.6468902474115269,-0.14735069290719052,0.536333848790655,-0.05591144551909625,0.2915037010516088,-0.7709263703658124,0.5077197470158844
1.2044809567559671,-1.3763158058810303,-1.4743495153510995,2.4198108124245032,3.1661321402931066,1.241524526860423,-0.1823263898985286,-1.3626302130201857,-0.06341155404052135,0.4713545133594182,1.1170760216845552,-1.8094632064522749,-1.2102285362340015,-0.7547556721152672,0.5011627512234145,0.7959744492003116,0.21362533033568862,1.6543558647291339,-1.1861349303625184,-0.33547035634157113,1.4906042234698633,-0.2045635692051944,0.26341764643254995,-0.3333265649431321,0.23096236453933452,-1.4929396669893664,-1.5038260710020275,-0.40672896174370293,-0.2851303901291082,-0.4480203383774472,-0.3413078495541968,-0.3861554262789138,0.6897693692216599,1.0748347230343565
1.6698294221581222,-1.870817868933747,-0.443177767754192,-1.8298239877630538,-0.8911193794219319,-1.2890336986696784,0.09723177360006569,0.7943492924395423,0.2485207313743899,-0.4883429109443802,-0.4349610405828594,0.15610681276461852,-0.23115695052104387,2.4804085687401005,-2.685721846908383,-0.39776036840371753,-0.13856036621464266,0.056486076402149685,-0.22554714351153332,-0.033841741054848204,0.4208125229949684,0.3865845184846407,1.2139609355021281,-0.39110343748026816,0.6929598445140447,-1.4348299684881294,-0.2782303036421186,-1.2939616070456854,1.3232786767690239,-0.43050117398729937,-0.6864054899541278,0.9125246331006696,-0.4466262282726646,-0.9462325723627361
-1.552034234207541,-1.2616401372190196,-1.1727651598134814,-1.5700669448414886,-1.1884131494932622,-1.7660659977743451,0.03284732364037751,-1.2617855149337185,0.39664592580595415,-2.1888638425881273,-1.5038023828671154,0.5926523965564184,0.5970333283173588,-0.32683579201044677,-0.7353181837322019,0.42818122908848283,1.4109852987260605,-0.14283088077487735,-0.1366523132581597,0.8022390162684272,1.3751983783587163,1.1521141732118465,0.33375301559359594,-0.2307994533007316,-0.5191748084899371,0.32192818887314706,-0.8407528605490601,-1.3459513702781236,-0.33114231369752883,-0.662735455991193,0.24225734113538736,-1.0177456963703273,0.34910506440790307,0.283262574807593
-0.6480050779002196,-0.9740776176148123,-1.4531519770123338,2.4880210461824457,-1.0795132918540113,0.6149319272640382,-0.7715991406705139,-1.5436612976833457,1.3549654013968788,-0.14405506374894228,-0.1551311588695096,-2.187922948830043,0.5511813391042284,-0.7758831105019158,-0.3450481168965503,0.08974758852849843,0.4851098440776433,-0.9647288452539842,0.40895546317968995,-0.894444665098913,0.4825201103376039,1.177471810463263,0.09733333279876688,-0.05212216668478635,-0.7691178705385124,-1.2309444421747828,-0.887321844632661,1.431434749262755,-0.7096151543579118,0.19442907236565066,-0.03897446492219565,-1.9247413784762712,0.776730362947893,-0.3635058901380284
-1.5527379695480457,-1.2392178887206449,-1.440997836058989,0.0982722507568997,-0.051311481304076846,1.129594121934842,-0.9870415700836586,0.778346273974784,-0.4606442893595133,0.2631046737042401,-1.9997446817092397,-1.308226521796375,1.1628092231888258,0.5648190677752376,0.5280590737019434,0.34410410801181157,0.526908228812902,0.19809433266006654,-1.400800138206502,-0.3583522615526367,1.828843381858407,0.5436036246620476,0.8227318303826979,1.6254692293030146,1.6762507915461624,-0.1465831015733406,-0.31631544287496277,0.6394210114887231,1.0028907671587926,1.204418738273935,0.13828684159815036,0.009324598461404692,-1.2128051293892737,0.3060813683120032
